thomas_num,thomas_name,id,icpsr,congress,year,st_name,cd,Democrat?,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,LES,LES Rank In Party,Total in Party,Benchmark,Expectations?
1520,"Heftel, Cecil",961101,14425,96,1979-80,HI,1,1,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0,0.271358103,181,277,0.374360263,Meets Expectations
1521,"Hightower, Jack",964313,14234,96,1979-80,TX,13,1,0,0,0,0,0,6,0,0,0,0,2,1,1,1,1,0.15563108,206,277,0.415256649,Below Expectations
1522,"Hillis, Elwood",961405,13018,96,1979-80,IN,5,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0.185212672,82,160,0.36821875,Meets Expectations
1523,"Hinson, Jon",962404,14634,96,1979-80,MS,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.075377256,127,160,0.204633296,Below Expectations
1524,"Holland, Kenneth",964005,14235,96,1979-80,SC,5,1,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0.206749037,193,277,0.415256649,Below Expectations
1525,"Hollenbeck, Harold",963009,14426,96,1979-80,NJ,9,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0.165829957,90,160,0.245529652,Meets Expectations
1526,"Holt, Marjorie",962004,14021,96,1979-80,MD,4,0,1,1,1,1,0,26,0,0,0,0,2,0,0,0,0,0.820022464,20,160,0.327322364,Exceeds Expectations
1527,"Holtzman, Elizabeth",963216,14022,96,1979-80,NY,16,1,0,0,0,0,0,46,2,2,1,0,3,2,2,2,2,1.094817877,103,277,1.636949301,Meets Expectations
1528,"Hopkins, Larry",961706,14635,96,1979-80,KY,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.021536358,152,160,0.204633296,Below Expectations
1529,"Horton, Frank",963234,10596,96,1979-80,NY,34,0,0,0,0,0,0,12,0,0,0,0,8,2,2,2,1,0.284582585,63,160,0.531804204,Meets Expectations
1530,"Howard, James",963003,10739,96,1979-80,NJ,3,1,2,2,2,2,0,20,3,3,3,3,0,0,0,0,0,2.587569714,42,277,1.800534844,Meets Expectations
1531,"Hubbard, Carroll",961701,14237,96,1979-80,KY,1,1,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0.034458172,260,277,1.596053004,Below Expectations
1532,"Huckaby, Thomas",961805,14427,96,1979-80,LA,5,1,0,0,0,0,0,7,2,2,1,1,2,0,0,0,0,0.675746381,136,277,0.374360263,Exceeds Expectations
1533,"Hughes, William",963002,14238,96,1979-80,NJ,2,1,1,1,1,1,0,17,0,0,0,0,2,1,1,1,1,0.809823573,126,277,0.415256649,Exceeds Expectations
1534,"Hutchinson, John",964803.2,14680,96,1979-80,WV,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,277,0.333463907,Below Expectations
1535,"Hutto, Earl",960901,14636,96,1979-80,FL,1,1,0,0,0,0,0,3,0,0,0,0,4,2,2,2,2,0.21434854,192,277,0.333463907,Meets Expectations
1536,"Hyde, Henry",961306,14239,96,1979-80,IL,6,0,0,0,0,0,0,18,0,0,0,0,1,1,1,1,1,0.282695591,64,160,0.286426008,Meets Expectations
1537,"Ichord, Richard",962508,10528,96,1979-80,MO,8,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0.066762708,240,277,1.882327557,Below Expectations
1538,"Ireland, Andrew",960908,94428,96,1979-80,FL,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.043072715,255,277,0.374360263,Below Expectations
1539,"Jacobs, Andrew",961411,10742,96,1979-80,IN,11,1,0,0,0,0,0,44,0,0,0,0,4,1,1,1,1,0.569129169,145,277,0.415256649,Meets Expectations
1540,"Jeffords, James",964501,14240,96,1979-80,VT,1,0,1,1,1,0,0,34,1,1,1,1,2,0,0,0,0,1.150511742,12,160,0.286426008,Exceeds Expectations
1541,"Jeffries, Jim",961602,14637,96,1979-80,KS,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.015075451,157,160,0.204633296,Below Expectations
1542,"Jenkins, Edgar",961009,14429,96,1979-80,GA,9,1,0,0,0,0,0,22,2,2,2,0,0,0,0,0,0,0.751106083,129,277,0.374360263,Exceeds Expectations
1543,"Jenrette, John",964006,14241,96,1979-80,SC,6,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0.109835424,223,277,0.415256649,Below Expectations
1544,"Johnson, James",960604,14025,96,1979-80,CO,4,0,1,1,1,1,1,14,3,3,3,2,1,0,0,0,0,2.165842295,2,160,0.327322364,Exceeds Expectations
1545,"Johnson, Harold",960501,4957,96,1979-80,CA,1,1,2,2,2,1,0,26,4,4,4,1,6,3,4,4,4,2.710129976,38,277,4.29983902,Meets Expectations
1546,"Jones, James",963601,14026,96,1979-80,OK,1,1,1,0,0,0,0,21,1,1,1,1,0,0,0,0,0,0.68124181,135,277,0.456153005,Meets Expectations
1547,"Jones, Ed",964207,12038,96,1979-80,TN,7,1,3,3,3,3,0,8,0,0,0,0,0,0,0,0,0,1.693372965,66,277,1.718742013,Meets Expectations
1548,"Jones, Walter",963301,10788,96,1979-80,NC,1,1,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0.085878789,232,277,1.759638429,Below Expectations
1549,"Kastenmeier, Robert",964902,5101,96,1979-80,WI,2,1,6,6,6,5,2,32,3,3,3,3,2,0,0,0,0,5.380717754,14,277,1.923223853,Exceeds Expectations
1550,"Kazen, Abraham",964323,11023,96,1979-80,TX,23,1,0,0,0,0,0,7,1,1,1,0,4,0,0,0,0,0.341094881,171,277,1.759638429,Below Expectations
1551,"Kelly, Richard",960905,14243,96,1979-80,FL,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.075377256,125,160,0.286426008,Below Expectations
1552,"Kemp, Jack",963238,13020,96,1979-80,NY,38,0,0,0,0,0,0,22,1,1,1,0,0,0,0,0,0,0.494003028,38,160,0.36821875,Meets Expectations
1553,"Kildee, Dale",962207,14430,96,1979-80,MI,7,1,0,0,0,0,0,13,1,1,1,0,1,0,0,0,0,0.399243027,160,277,0.374360263,Meets Expectations
1554,"Kindness, Thomas",963508,14245,96,1979-80,OH,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.096913613,117,160,0.286426008,Below Expectations
1555,"Kogovsek, Ray",960603,14638,96,1979-80,CO,3,1,2,2,2,2,1,5,1,1,1,1,1,0,0,0,0,1.913994431,59,277,0.333463907,Exceeds Expectations
1556,"Kostmayer, Peter",963808,14431,96,1979-80,PA,8,1,0,0,0,0,0,10,0,0,0,0,5,1,1,0,0,0.150947601,207,277,0.374360263,Below Expectations
1557,"Kramer, Ken",960605,14639,96,1979-80,CO,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.086145431,119,160,0.204633296,Below Expectations
1558,"LaFalce, John",963236,14248,96,1979-80,NY,36,1,1,0,0,0,0,63,3,3,0,0,2,0,0,0,0,1.191703439,96,277,1.596053004,Meets Expectations
1559,"Lagomarsino, Robert",960519,14071,96,1979-80,CA,19,0,0,0,0,0,0,23,1,1,0,0,7,1,1,1,1,0.511946499,36,160,0.286426008,Exceeds Expectations
1560,"Latta, Delbert",963505,5495,96,1979-80,OH,5,0,0,0,0,0,0,10,0,0,0,0,2,1,1,1,1,0.198703796,78,160,0.613596916,Below Expectations
1561,"Leach, Claude",961804,14640,96,1979-80,LA,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010768179,273,277,0.333463907,Below Expectations
1562,"Leach, James",961501,14432,96,1979-80,IA,1,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0.262743562,67,160,0.245529652,Meets Expectations
1563,"Leath, Marvin",964311,14641,96,1979-80,TX,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010768179,272,277,0.333463907,Below Expectations
1564,"Lederer, Raymond",963803,14434,96,1979-80,PA,3,1,0,0,0,0,0,21,0,0,0,0,5,0,0,0,0,0.236899942,188,277,0.374360263,Meets Expectations
1565,"Lee, Gary",963233,14642,96,1979-80,NY,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.043072715,137,160,0.204633296,Below Expectations
1566,"Lehman, William",960913,14029,96,1979-80,FL,13,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.215363577,190,277,0.456153005,Below Expectations
1567,"Leland, Mickey",964318,14643,96,1979-80,TX,18,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.04522635,249,277,0.333463907,Below Expectations
1568,"Lent, Norman",963204,13021,96,1979-80,NY,4,0,0,0,0,0,0,14,0,0,0,0,5,1,1,1,1,0.248237416,70,160,0.36821875,Meets Expectations
1569,"Levitas, Elliott",961004,14249,96,1979-80,GA,4,1,3,2,2,2,1,20,4,4,2,0,5,1,1,1,0,2.562697411,44,277,1.596053004,Exceeds Expectations
1570,"Lewis, Jerry",960537,14644,96,1979-80,CA,37,0,0,0,0,0,0,10,0,0,0,0,3,1,1,1,1,0.200857431,77,160,0.204633296,Meets Expectations
1571,"Livingston, Bob",961801,14469,96,1979-80,LA,1,0,0,0,0,0,0,5,1,1,1,1,2,0,0,0,0,0.491721839,39,160,0.245529652,Exceeds Expectations
1572,"Lloyd, Marilyn",964203,14251,96,1979-80,TN,3,1,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,1.173731446,100,277,0.415256649,Exceeds Expectations
1573,"Lloyd, James",960535,14250,96,1979-80,CA,35,1,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0.146447226,210,277,1.596053004,Below Expectations
1574,"Loeffler, Tom",964321,14645,96,1979-80,TX,21,0,0,0,0,0,0,6,0,0,0,0,2,2,2,2,1,0.207051694,76,160,0.204633296,Meets Expectations
1575,"Long, Clarence",962002,10601,96,1979-80,MD,2,1,2,2,2,1,0,9,0,0,0,0,4,0,0,0,0,0.987783372,112,277,1.841431141,Meets Expectations
1576,"Long, Gillis",961808,10602,96,1979-80,LA,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.043072715,252,277,1.636949301,Below Expectations
1577,"Lott, Trent",962405,14031,96,1979-80,MS,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.107681789,112,160,0.327322364,Below Expectations
1578,"Lowry, Mike",964707,14646,96,1979-80,WA,7,1,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0.099067248,228,277,0.333463907,Below Expectations
1579,"Lujan, Manuel",963101,12022,96,1979-80,NM,1,0,1,0,1,1,1,50,2,3,3,3,9,1,1,1,1,2.582485676,1,160,0.409115106,Exceeds Expectations
1580,"Luken, Thomas",963502,14070,96,1979-80,OH,2,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.215363577,191,277,1.555156589,Below Expectations
1581,"Lundine, Stanley",963239,14289,96,1979-80,NY,39,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0.611119747,140,277,0.374360263,Exceeds Expectations
1582,"Lungren, Daniel",960534,14647,96,1979-80,CA,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.032304537,147,160,0.204633296,Below Expectations
1583,"Madigan, Edward",961321,14033,96,1979-80,IL,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.043072715,140,160,1.508118749,Below Expectations
1584,"Maguire, Andrew",963007,14254,96,1979-80,NJ,7,1,1,0,0,0,0,14,1,1,0,0,1,0,0,0,0,0.336932689,172,277,0.415256649,Meets Expectations
1585,"Markey, Edward",962107,14435,96,1979-80,MA,7,1,1,1,1,1,0,6,0,1,1,1,1,1,1,1,1,1.038985133,107,277,0.374360263,Exceeds Expectations
1586,"Marks, Marc",963824,14436,96,1979-80,PA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0.245529652,Below Expectations
1587,"Marlenee, Ron",962602,14437,96,1979-80,MT,2,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0.346735358,56,160,0.245529652,Meets Expectations
1588,"Marriott, David",964402,14438,96,1979-80,UT,2,0,0,0,0,0,0,8,1,1,1,1,1,0,0,0,0,0.521872759,35,160,0.245529652,Exceeds Expectations
1589,"Martin, James",963309,14035,96,1979-80,NC,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.129218146,106,160,0.327322364,Below Expectations
1590,"Mathis, Dawson",961002,13023,96,1979-80,GA,2,1,0,0,0,0,0,41,2,2,1,0,1,0,0,0,0,0.863240242,123,277,1.677845716,Meets Expectations
1591,"Matsui, Robert",960503,14649,96,1979-80,CA,3,1,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0.073223613,237,277,0.333463907,Below Expectations
1592,"Mattox, James",964305,14439,96,1979-80,TX,5,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0.079684526,233,277,0.374360263,Below Expectations
1593,"Mavroules, Nicholas",962106,14650,96,1979-80,MA,6,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0.023689993,264,277,0.333463907,Below Expectations
1594,"Mazzoli, Romano",961703,13024,96,1979-80,KY,3,1,0,0,0,0,0,9,1,1,1,1,2,1,1,1,1,0.621509254,138,277,1.677845716,Below Expectations
1595,"McClory, Robert",961313,10606,96,1979-80,IL,13,0,1,0,0,0,0,19,0,0,0,0,5,2,2,2,2,0.410329401,48,160,0.531804204,Meets Expectations
1596,"McCloskey, Paul",960512,11063,96,1979-80,CA,12,0,0,0,0,0,0,10,0,0,0,0,1,1,1,1,1,0.196550161,80,160,0.450011462,Below Expectations
1597,"McCormack, Mike",964704,13026,96,1979-80,WA,4,1,3,3,3,2,2,13,4,4,3,0,2,0,0,0,0,3.201971054,30,277,1.677845716,Exceeds Expectations
1598,"McDade, Joseph",963810,10607,96,1979-80,PA,10,0,0,0,0,0,0,37,1,1,0,0,0,0,0,0,0,0.560910821,31,160,0.531804204,Meets Expectations
1599,"McDonald, Lawrence",961007,14252,96,1979-80,GA,7,1,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0.327352643,174,277,0.415256649,Meets Expectations
1600,"McEwen, Robert",963230,10749,96,1979-80,NY,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010768179,159,160,0.490907818,Below Expectations
1601,"McHugh, Matthew",963227,14253,96,1979-80,NY,27,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.034458172,259,277,0.415256649,Below Expectations
1602,"McKay, K.",964401,13027,96,1979-80,UT,1,1,3,2,2,2,2,12,3,3,3,1,4,0,0,0,0,2.884516239,33,277,1.677845716,Exceeds Expectations
1603,"McKinney, Stewart",960704,13029,96,1979-80,CT,4,0,1,1,1,1,1,15,0,0,0,0,2,2,2,2,1,1.192649007,8,160,0.36821875,Exceeds Expectations
1604,"Mica, Daniel",960911,14648,96,1979-80,FL,11,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.118449971,217,277,0.333463907,Below Expectations
1605,"Michel, Robert",961318,6455,96,1979-80,IL,18,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.034458172,145,160,0.654493272,Below Expectations
1606,"Mikulski, Barbara",962003,14440,96,1979-80,MD,3,1,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0.176598132,201,277,0.374360263,Below Expectations
1607,"Mikva, Abner",961310.1,12025,96,1979-80,IL,10,1,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0.099067248,227,277,0.415256649,Below Expectations
1608,"Miller, George",960507,14256,96,1979-80,CA,7,1,2,2,2,2,0,11,0,0,0,0,1,0,0,0,0,1.192088604,95,277,0.415256649,Exceeds Expectations
1609,"Miller, Clarence",963510,11034,96,1979-80,OH,10,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0.077530891,122,160,0.450011462,Below Expectations
1610,"Mineta, Norman",960513,14257,96,1979-80,CA,13,1,1,1,1,1,1,17,0,0,0,0,0,0,0,0,0,1.071742773,105,277,1.596053004,Meets Expectations
1611,"Minish, Joseph",963011,10609,96,1979-80,NJ,11,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0.247668117,187,277,1.841431141,Below Expectations
1612,"Mitchell, Parren",962007,13031,96,1979-80,MD,7,1,2,2,2,2,2,16,1,1,1,0,4,1,1,1,1,2.302090645,51,277,1.677845716,Meets Expectations
1613,"Mitchell, Donald",963231,14038,96,1979-80,NY,31,0,0,0,0,0,0,38,0,0,0,0,3,0,0,0,0,0.415651709,47,160,0.327322364,Meets Expectations
1614,"Moakley, John",962109,14039,96,1979-80,MA,9,1,0,0,0,0,0,17,1,1,1,1,0,0,0,0,0,0.6166327,139,277,1.636949301,Below Expectations
1615,"Moffett, Toby",960706,14258,96,1979-80,CT,6,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.04522635,250,277,1.596053004,Below Expectations
1616,"Mollohan, Robert",964801,6584,96,1979-80,WV,1,1,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0.478800029,154,277,1.718742013,Below Expectations
1617,"Montgomery, G.",962403,11035,96,1979-80,MS,3,1,2,2,2,2,2,52,1,1,1,0,1,0,0,0,0,2.5965693,41,277,1.759638429,Meets Expectations
1618,"Moore, W.",961806,14259,96,1979-80,LA,6,0,0,0,0,0,0,11,1,1,1,1,0,0,0,0,0,0.552023649,33,160,0.286426008,Exceeds Expectations
1619,"Moorhead, William",963814,6661,96,1979-80,PA,14,1,5,4,4,4,2,22,1,1,1,1,0,0,0,0,0,3.540862322,25,277,1.923223853,Exceeds Expectations
1620,"Moorhead, Carlos",960522,14040,96,1979-80,CA,22,0,0,0,0,0,0,13,2,2,2,1,4,2,2,2,2,1.012707114,17,160,0.327322364,Exceeds Expectations
1621,"Mottl, Ronald",963523,14260,96,1979-80,OH,23,1,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0,0.359657168,165,277,1.596053004,Below Expectations
1622,"Murphy, John",963217,10611,96,1979-80,NY,17,1,19,17,17,14,7,51,19,19,17,9,0,0,0,0,0,17.88673592,1,277,5.398842812,Exceeds Expectations
1623,"Murphy, Morgan",961302,13032,96,1979-80,IL,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.546510696,147,277,1.677845716,Below Expectations
1624,"Murphy, Austin",963822,14441,96,1979-80,PA,22,1,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0.071069978,238,277,0.374360263,Below Expectations
1625,"Murtha, John",963812,14072,96,1979-80,PA,12,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.204595402,196,277,0.415256649,Below Expectations
1626,"Musto, Raphael",963811.2,14678,96,1979-80,PA,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010768179,271,277,0.333463907,Below Expectations
1627,"Myers, John",961407,11036,96,1979-80,IN,7,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0.11040473,109,160,0.450011462,Below Expectations
1628,"Myers, Michael",963801,14442,96,1979-80,PA,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.04522635,248,277,0.374360263,Below Expectations
1629,"Natcher, William",961702,6845,96,1979-80,KY,2,1,2,2,2,2,0,10,0,0,0,0,2,0,0,0,0,1.183474064,98,277,2.045912981,Meets Expectations
1630,"Neal, Stephen",963305,14262,96,1979-80,NC,5,1,2,2,2,1,0,34,2,2,1,0,1,0,0,0,0,1.670118213,68,277,1.596053004,Meets Expectations
1631,"Nedzi, Lucien",962214,10540,96,1979-80,MI,14,1,2,2,2,2,1,11,2,3,3,2,1,0,0,0,0,2.585471869,43,277,5.439739227,Below Expectations
1632,"Nelson, Bill",960909,14651,96,1979-80,FL,9,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0.047379985,247,277,0.333463907,Below Expectations
1633,"Nichols, Bill",960103,11037,96,1979-80,AL,3,1,4,4,4,4,2,15,2,2,2,1,0,0,0,0,0,3.70105195,24,277,1.759638429,Exceeds Expectations
1634,"Nolan, Richard",962306,14263,96,1979-80,MN,6,1,1,1,1,1,0,16,2,2,2,1,4,0,0,0,0,1.407324672,83,277,1.596053004,Meets Expectations
1635,"Nowak, Henry",963237,14264,96,1979-80,NY,37,1,0,0,0,0,0,19,1,2,1,1,2,0,0,0,0,0.721156061,130,277,1.596053004,Below Expectations
1636,"O'Brien, George",961317,14041,96,1979-80,IL,17,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0.195980862,81,160,0.327322364,Meets Expectations
1637,"Oakar, Mary",963520,14443,96,1979-80,OH,20,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0.249821752,185,277,0.374360263,Meets Expectations
1638,"Oberstar, James",962308,14265,96,1979-80,MN,8,1,2,1,1,1,1,35,0,0,0,0,4,2,2,2,1,1.433856249,81,277,0.415256649,Exceeds Expectations
1639,"Obey, David",964907,12036,96,1979-80,WI,7,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.096913613,229,277,0.537945747,Below Expectations
1640,"Ottinger, Richard",963224,10760,96,1979-80,NY,24,1,0,0,0,0,0,23,1,1,1,1,5,1,1,1,1,0.77872467,128,277,1.596053004,Below Expectations
1641,"Panetta, Leon",960516,14444,96,1979-80,CA,16,1,1,1,1,0,0,29,1,1,1,0,2,0,0,0,0,0.920200288,117,277,0.374360263,Exceeds Expectations
1642,"Pashayan, Charles",960517,14652,96,1979-80,CA,17,0,0,0,0,0,0,13,0,0,0,0,2,0,1,1,0,0.17895253,83,160,0.204633296,Meets Expectations
1643,"Patten, Edward",963015,10613,96,1979-80,NJ,15,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0.055994529,243,277,0.660634816,Below Expectations
1644,"Patterson, Jerry",960538,14266,96,1979-80,CA,38,1,1,1,1,1,0,25,1,1,1,0,18,1,1,1,1,1.187530279,97,277,0.415256649,Exceeds Expectations
1645,"Paul, Ron",964322,14290,96,1979-80,TX,22,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0.508258045,37,160,0.245529652,Exceeds Expectations
1646,"Pease, Donald",963513,14445,96,1979-80,OH,13,1,0,0,0,0,0,20,0,0,0,0,2,1,1,1,1,0.306385577,177,277,0.374360263,Meets Expectations
1647,"Pepper, Claude",960914,7333,96,1979-80,FL,14,1,1,1,1,1,1,62,0,0,0,0,3,0,0,0,0,1.562771678,74,277,1.841431141,Meets Expectations
1648,"Perkins, Carl",961707,7343,96,1979-80,KY,7,1,7,7,7,4,1,36,2,3,2,2,0,0,0,0,0,4.868930817,17,277,5.685117245,Meets Expectations
1649,"Petri, Thomas",964906,14675,96,1979-80,WI,6,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0.103374518,114,160,0.204633296,Meets Expectations
1650,"Peyser, Peter",963223,13033,96,1979-80,NY,23,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.118449971,218,277,0.333463907,Below Expectations
1651,"Pickle, J.",964310,10614,96,1979-80,TX,10,1,2,2,2,2,2,40,2,3,2,2,2,1,1,1,1,3.244943619,28,277,1.841431141,Exceeds Expectations
1652,"Porter, John",961310.2,14677,96,1979-80,IL,10,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0.055994529,132,160,0.204633296,Below Expectations
1653,"Preyer, Richardson",963306,12027,96,1979-80,NC,6,1,4,2,2,1,0,29,0,0,0,0,0,0,0,0,0,1.237605095,93,277,1.718742013,Meets Expectations
1654,"Price, Melvin",961323,7610,96,1979-80,IL,23,1,7,7,7,7,2,60,2,2,1,0,10,1,1,1,1,5.630012989,12,277,5.766910076,Meets Expectations
1655,"Pritchard, Joel",964701,14044,96,1979-80,WA,1,0,1,1,1,1,0,6,0,0,0,0,6,1,1,1,1,0.699988127,25,160,0.327322364,Exceeds Expectations
1656,"Pursell, Carl",962202,14446,96,1979-80,MI,2,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.150754511,99,160,0.245529652,Meets Expectations
1657,"Quayle, Dan",961404,14447,96,1979-80,IN,4,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0.142139956,102,160,0.245529652,Meets Expectations
1658,"Quillen, James",964201,10616,96,1979-80,TN,1,0,0,0,0,0,0,65,0,0,0,0,2,0,0,0,0,0.704238892,23,160,0.531804204,Meets Expectations
1659,"Rahall, Nick",964804,14448,96,1979-80,WV,4,1,0,0,0,0,0,7,0,0,0,0,11,1,1,1,1,0.185781986,200,277,0.374360263,Below Expectations
1660,"Railsback, Thomas",961319,11041,96,1979-80,IL,19,0,1,0,0,0,0,8,0,0,0,0,2,1,1,1,1,0.198703796,79,160,0.450011462,Below Expectations
1661,"Rangel, Charles",963219,13035,96,1979-80,NY,19,1,5,3,3,1,0,45,0,0,0,0,5,0,0,0,0,1.767176986,64,277,1.677845716,Meets Expectations
1662,"Ratchford, William",960705,14653,96,1979-80,CT,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.053840894,245,277,0.333463907,Below Expectations
1663,"Regula, Ralph",963516,14045,96,1979-80,OH,16,0,0,0,0,0,0,8,0,0,0,0,2,2,2,2,2,0.26388216,66,160,0.327322364,Meets Expectations
1664,"Reuss, Henry",964905,7824,96,1979-80,WI,5,1,1,1,1,1,0,8,1,2,2,1,2,0,0,0,0,1.233063579,94,277,5.562427998,Below Expectations
1665,"Rhodes, John",960301,7845,96,1979-80,AZ,1,0,0,0,0,0,0,4,0,0,0,0,2,1,1,1,1,0.134094715,104,160,0.736285985,Below Expectations
1666,"Richmond, Frederick",963214,14269,96,1979-80,NY,14,1,1,1,1,1,1,25,0,0,0,0,2,1,1,1,1,1.248910189,92,277,1.596053004,Meets Expectations
1667,"Rinaldo, Matthew",963012,14046,96,1979-80,NJ,12,0,0,0,0,0,0,29,2,2,2,1,0,0,0,0,0,1.002953887,18,160,0.327322364,Exceeds Expectations
1668,"Ritter, Don",963815,14654,96,1979-80,PA,15,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0.090452701,118,160,0.204633296,Below Expectations
1669,"Roberts, Ray",964304,10550,96,1979-80,TX,4,1,5,4,4,3,0,55,0,0,0,0,1,1,1,1,1,2.656394958,40,277,5.398842812,Below Expectations
1670,"Robinson, J.",964607,13036,96,1979-80,VA,7,0,0,0,0,0,0,35,0,0,0,0,2,1,1,1,1,0.467908263,42,160,0.36821875,Meets Expectations
1671,"Rodino, Peter",963010,8010,96,1979-80,NJ,10,1,19,15,16,11,3,42,5,6,4,4,4,3,3,3,3,11.2780323,3,277,5.685117245,Exceeds Expectations
1672,"Roe, Robert",963008,12042,96,1979-80,NJ,8,1,1,1,1,1,0,105,0,0,0,0,1,0,0,0,0,1.668554902,69,277,1.718742013,Meets Expectations
1673,"Rose, Charlie",963307,14048,96,1979-80,NC,7,1,1,0,0,0,0,9,2,2,0,0,0,0,0,0,0,0.443426341,157,277,1.636949301,Below Expectations
1674,"Rosenthal, Benjamin",963208,10551,96,1979-80,NY,8,1,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0.142139956,211,277,1.841431141,Below Expectations
1675,"Rostenkowski, Dan",961308,8080,96,1979-80,IL,8,1,4,4,4,4,4,21,4,4,2,1,0,0,0,0,0,4.796519756,18,277,1.923223853,Exceeds Expectations
1676,"Roth, Toby",964908,14655,96,1979-80,WI,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.053840894,133,160,0.204633296,Below Expectations
1677,"Rousselot, John",960526,10553,96,1979-80,CA,26,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.258436292,68,160,0.36821875,Meets Expectations
1678,"Roybal, Edward",960525,10621,96,1979-80,CA,25,1,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0.314430833,176,277,1.841431141,Below Expectations
