thomas_num,thomas_name,id,icpsr,congress,year,st_name,cd,Democrat?,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,LES,LES Rank In Party,Total in Party,Benchmark,Expectations?
4181,"Horn, Joan",1022502,29128,102,1991-92,MO,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,252,268,0.421617061,Below Expectations
4182,"Horton, Frank",1023229,10596,102,1991-92,NY,29,0,1,0,1,1,0,21,0,0,0,0,3,2,2,2,2,0.856067657,19,172,0.869505644,Meets Expectations
4183,"Houghton, Amo",1023234,15423,102,1991-92,NY,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,155,172,0.240547016,Below Expectations
4184,"Hoyer, Steny",1022005,14873,102,1991-92,MD,5,1,1,1,1,1,0,8,1,1,1,0,1,1,1,1,1,0.936934412,117,268,0.683683157,Meets Expectations
4185,"Hubbard, Carroll",1021701,14237,102,1991-92,KY,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.054208446,251,268,1.886323333,Below Expectations
4186,"Huckaby, Thomas",1021805,14427,102,1991-92,LA,5,1,1,1,0,0,0,9,3,2,2,1,1,0,0,0,0,1.00714004,109,268,1.833910108,Meets Expectations
4187,"Hughes, William",1023002,14238,102,1991-92,NJ,2,1,10,9,10,9,2,34,12,5,4,2,0,0,0,0,0,7.888333797,4,268,1.886323333,Exceeds Expectations
4188,"Hunter, Duncan",1020545,14835,102,1991-92,CA,45,0,0,0,0,0,0,17,1,0,0,0,1,0,0,0,0,0.29068929,72,172,0.397786647,Meets Expectations
4189,"Hutto, Earl",1020901,14636,102,1991-92,FL,1,1,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,0.238531813,203,268,1.781496882,Below Expectations
4190,"Hyde, Henry",1021306,14239,102,1991-92,IL,6,0,2,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0.622064233,35,172,0.555026293,Meets Expectations
4191,"Inhofe, James",1023601,15424,102,1991-92,OK,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0.529909849,43,172,0.240547016,Exceeds Expectations
4192,"Ireland, Andrew",1020910,14428,102,1991-92,FL,10,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0.178887874,105,172,0.502613068,Below Expectations
4193,"Jacobs, Andrew",1021410,10742,102,1991-92,IN,10,1,3,3,2,2,0,47,2,0,0,0,0,0,0,0,0,1.894615769,69,268,1.886323333,Meets Expectations
4194,"James, Craig",1020904,15608,102,1991-92,FL,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,153,172,0.188133791,Below Expectations
4195,"Jefferson, William",1021802,29120,102,1991-92,LA,2,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0.594959974,145,268,0.421617061,Meets Expectations
4196,"Jenkins, Edgar",1021009,14429,102,1991-92,GA,9,1,1,1,1,1,0,20,1,1,1,1,1,0,0,0,0,1.219929814,92,268,0.788509607,Exceeds Expectations
4197,"Johnson, Nancy",1020706,15028,102,1991-92,CT,6,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0.315083086,71,172,0.345373452,Meets Expectations
4198,"Johnson, Sam",1024303.2,29143,102,1991-92,TX,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.054208446,149,172,0.135720581,Below Expectations
4199,"Johnson, Tim",1024101,15425,102,1991-92,SD,1,1,0,0,0,0,0,21,6,2,2,0,0,0,0,0,0,0.987957239,114,268,0.526443481,Exceeds Expectations
4200,"Johnston, Harry",1020914,15609,102,1991-92,FL,14,1,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0.090665855,236,268,0.474030286,Below Expectations
4201,"Jones, Walter",1023301,10788,102,1991-92,NC,1,1,8,8,7,4,0,24,9,7,2,1,0,0,0,0,0,4.843493462,16,268,4.80787468,Meets Expectations
4202,"Jones, Ben",1021004,95120,102,1991-92,GA,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.067760557,247,268,0.474030286,Below Expectations
4203,"Jontz, Jim",1021405,15426,102,1991-92,IN,5,1,1,1,0,0,0,14,4,1,0,0,0,0,0,0,0,0.640843689,140,268,0.526443481,Meets Expectations
4204,"Kanjorski, Paul",1023811,15104,102,1991-92,PA,11,1,2,2,2,1,0,34,1,0,0,0,1,0,0,0,0,1.320364714,88,268,1.624257207,Meets Expectations
4205,"Kaptur, Marcy",1023509,15029,102,1991-92,OH,9,1,0,0,0,0,0,14,3,3,2,0,0,0,0,0,0,0.7987656,128,268,0.631269932,Meets Expectations
4206,"Kasich, John",1023512,15030,102,1991-92,OH,12,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0.94637239,17,172,0.345373452,Exceeds Expectations
4207,"Kennedy, Joseph",1022108,15427,102,1991-92,MA,8,1,2,1,0,0,0,14,0,0,0,0,2,1,1,1,1,0.45376119,165,268,0.526443481,Meets Expectations
4208,"Kennelly, Barbara",1020701,14877,102,1991-92,CT,1,1,2,0,1,0,0,29,2,1,1,0,0,0,0,0,0,0.898212314,119,268,0.631269932,Meets Expectations
4209,"Kildee, Dale",1022207,14430,102,1991-92,MI,7,1,4,4,4,3,2,22,5,4,4,2,0,0,0,0,0,4.358720303,24,268,1.833910108,Exceeds Expectations
4210,"Kleczka, Gerald",1024904,15082,102,1991-92,WI,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.108416893,230,268,0.578856707,Below Expectations
4211,"Klug, Scott",1024902,29150,102,1991-92,WI,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.081312671,137,172,0.135720581,Meets Expectations
4212,"Kolbe, Jim",1020305,15105,102,1991-92,AZ,5,0,1,1,1,1,1,9,3,1,1,0,0,0,0,0,0,1.392918587,6,172,0.292960227,Exceeds Expectations
4213,"Kolter, Joseph",1023804,15031,102,1991-92,PA,4,1,0,0,0,0,0,16,1,1,1,0,0,0,0,0,0,0.453329295,166,268,1.676670432,Below Expectations
4214,"Kopetski, Mike",1023705,29139,102,1991-92,OR,5,1,0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0.15968737,214,268,0.421617061,Below Expectations
4215,"Kostmayer, Peter",1023808,14431,102,1991-92,PA,8,1,1,1,1,1,0,44,8,5,5,3,0,0,0,0,0,3.080403805,34,268,1.676670432,Exceeds Expectations
4216,"Kyl, Jon",1020304,15429,102,1991-92,AZ,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.081312671,139,172,0.240547016,Below Expectations
4217,"LaFalce, John",1023232,14248,102,1991-92,NY,32,1,3,3,3,3,2,23,4,2,1,0,3,0,0,0,0,3.146187782,33,268,4.598221779,Meets Expectations
4218,"LaRocco, Larry",1021201,29114,102,1991-92,ID,1,1,1,0,1,1,1,6,5,3,2,0,2,1,1,0,0,1.642246723,77,268,0.421617061,Exceeds Expectations
4219,"Lagomarsino, Robert",1020519,14071,102,1991-92,CA,19,0,0,0,0,0,0,22,5,2,2,1,0,0,0,0,0,1.153502822,10,172,0.555026293,Exceeds Expectations
4220,"Lancaster, H.",1023303,15430,102,1991-92,NC,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.067760557,248,268,0.526443481,Below Expectations
4221,"Lantos, Tom",1020511,14837,102,1991-92,CA,11,1,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0.315083086,182,268,1.729083657,Below Expectations
4222,"Laughlin, Greg",1024314,15611,102,1991-92,TX,14,1,0,0,0,0,0,7,0,0,0,0,3,2,3,3,3,0.359126627,177,268,0.474030286,Meets Expectations
4223,"Leach, James",1021501,14432,102,1991-92,IA,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.216833785,99,172,0.502613068,Below Expectations
4224,"Lehman, William",1020917,14029,102,1991-92,FL,17,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,0,0.996381879,113,268,1.938736558,Meets Expectations
4225,"Lehman, Richard",1020518,15032,102,1991-92,CA,18,1,2,2,2,2,1,10,4,1,1,0,0,0,0,0,0,1.964158893,65,268,1.676670432,Meets Expectations
4226,"Lent, Norman",1023204,13021,102,1991-92,NY,4,0,1,1,0,0,0,20,2,1,1,0,0,0,0,0,0,0.707420886,30,172,0.659852743,Meets Expectations
4227,"Levin, Sander",1022217,15033,102,1991-92,MI,17,1,1,1,1,0,0,13,1,1,0,0,0,0,0,0,0,0.611416817,143,268,0.631269932,Meets Expectations
4228,"Levine, Mel",1020527,15034,102,1991-92,CA,27,1,1,1,1,1,0,28,1,1,1,1,0,0,0,0,0,1.325636268,87,268,0.631269932,Exceeds Expectations
4229,"Lewis, Jerry",1020535,14644,102,1991-92,CA,35,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.155842289,108,172,0.450199872,Below Expectations
4230,"Lewis, John",1021005,15431,102,1991-92,GA,5,1,1,0,0,0,0,7,3,3,2,2,0,0,0,0,0,1.150177956,99,268,0.526443481,Exceeds Expectations
4231,"Lewis, Thomas",1020912,15035,102,1991-92,FL,12,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0.152457759,109,172,0.345373452,Below Expectations
4232,"Lightfoot, Jim",1021505,15106,102,1991-92,IA,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0.070470981,141,172,0.292960227,Below Expectations
4233,"Lipinski, William",1021305,15036,102,1991-92,IL,5,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.271042228,193,268,1.676670432,Below Expectations
4234,"Livingston, Bob",1021801,14469,102,1991-92,LA,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.067760557,144,172,0.502613068,Below Expectations
4235,"Lloyd, Marilyn",1024203,14251,102,1991-92,TN,3,1,1,1,1,0,0,15,1,0,0,0,0,0,0,0,0,0.560068965,152,268,1.886323333,Below Expectations
4236,"Long, Jill",1021404,15631,102,1991-92,IN,4,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0.166009873,213,268,0.474030286,Below Expectations
4237,"Lowery, Bill",1020541,14839,102,1991-92,CA,41,0,0,0,0,0,0,13,0,0,0,0,1,1,1,1,1,0.268104255,81,172,0.397786647,Meets Expectations
4238,"Lowey, Nita",1023220,15612,102,1991-92,NY,20,1,0,0,0,0,0,18,1,2,2,2,0,0,0,0,0,1.078508973,107,268,0.474030286,Exceeds Expectations
4239,"Luken, Charles",1023501,15823,102,1991-92,OH,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,253,268,0.421617061,Below Expectations
4240,"Machtley, Ronald",1023901,15615,102,1991-92,RI,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0.287304759,76,172,0.188133791,Exceeds Expectations
4241,"Madigan, Edward",1021315.1,14033,102,1991-92,IL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,172,0.607439518,Below Expectations
4242,"Manton, Thomas",1023209,15107,102,1991-92,NY,9,1,0,0,0,0,0,10,1,1,1,1,0,0,0,0,0,0.58160305,146,268,0.578856707,Meets Expectations
4243,"Markey, Edward",1022107,14435,102,1991-92,MA,7,1,10,9,8,6,1,25,6,3,2,1,1,0,0,0,0,5.520442009,12,268,1.833910108,Exceeds Expectations
4244,"Marlenee, Ron",1022602,14437,102,1991-92,MT,2,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0.264259189,83,172,0.502613068,Meets Expectations
4245,"Martin, David",1023226,14840,102,1991-92,NY,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0.397786647,Below Expectations
4246,"Martinez, Matthew",1020530,14879,102,1991-92,CA,30,1,5,5,5,4,4,13,1,1,1,1,2,1,1,1,1,4.693163395,18,268,1.676670432,Exceeds Expectations
4247,"Matsui, Robert",1020503,14649,102,1991-92,CA,3,1,1,1,1,0,0,25,3,0,0,0,2,0,0,0,0,0.816196859,125,268,0.736096382,Meets Expectations
4248,"Mavroules, Nicholas",1022106,14650,102,1991-92,MA,6,1,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0.290703952,189,268,1.781496882,Below Expectations
4249,"Mazzoli, Romano",1021703,13024,102,1991-92,KY,3,1,3,3,3,3,1,12,5,3,1,0,0,0,0,0,0,2.70585537,41,268,1.991149783,Meets Expectations
4250,"McCandless, Alfred",1020537,15040,102,1991-92,CA,37,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0.226313263,96,172,0.345373452,Meets Expectations
4251,"McCloskey, Frank",1021408,15041,102,1991-92,IN,8,1,0,0,0,0,0,9,2,1,1,1,0,0,0,0,0,0.625643969,141,268,1.676670432,Below Expectations
4252,"McCollum, Bill",1020905,14842,102,1991-92,FL,5,0,1,1,1,1,1,14,0,0,0,0,7,1,1,1,1,1.217187047,8,172,0.397786647,Exceeds Expectations
4253,"McCrery, Jim",1021804,15451,102,1991-92,LA,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,161,172,0.188133791,Below Expectations
4254,"McCurdy, Dave",1023604,14843,102,1991-92,OK,4,1,4,4,3,3,3,9,0,0,0,0,0,0,0,0,0,3.022063494,35,268,0.683683157,Exceeds Expectations
4255,"McDade, Joseph",1023810,10607,102,1991-92,PA,10,0,1,1,1,1,0,6,2,0,0,0,1,1,1,0,0,0.726513267,29,172,0.869505644,Meets Expectations
4256,"McDermott, Jim",1024707,15613,102,1991-92,WA,7,1,1,1,1,1,0,12,3,2,1,1,0,0,0,0,0,1.302440524,89,268,0.474030286,Exceeds Expectations
4257,"McEwen, Bob",1023506,14844,102,1991-92,OH,6,0,0,0,0,0,0,37,4,0,0,0,1,0,0,0,0,0.734510481,28,172,0.397786647,Exceeds Expectations
4258,"McGrath, Raymond",1023205,14845,102,1991-92,NY,5,0,1,1,1,1,0,19,0,0,0,0,0,0,0,0,0,0.757585347,27,172,0.397786647,Exceeds Expectations
4259,"McHugh, Matthew",1023228,14253,102,1991-92,NY,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013552112,263,268,0.840922832,Below Expectations
4260,"McMillan, J.",1023309,15108,102,1991-92,NC,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.108416893,129,172,0.292960227,Below Expectations
4261,"McMillen, Thomas",1022004,15432,102,1991-92,MD,4,1,0,0,0,0,0,17,3,2,0,0,0,0,0,0,0,0.560068965,151,268,0.526443481,Meets Expectations
4262,"McNulty, Michael",1023223,15614,102,1991-92,NY,23,1,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0.478607029,162,268,0.474030286,Meets Expectations
4263,"Meyers, Jan",1021603,15109,102,1991-92,KS,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.094864786,133,172,0.292960227,Below Expectations
4264,"Mfume, Kweisi",1022007,15433,102,1991-92,MD,7,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0.152457759,216,268,0.526443481,Below Expectations
4265,"Michel, Robert",1021318,6455,102,1991-92,IL,18,0,4,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0.342187315,63,172,1.026745319,Below Expectations
4266,"Miller, John",1024701,15110,102,1991-92,WA,1,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0.341527849,64,172,0.292960227,Meets Expectations
4267,"Miller, George",1020507,14256,102,1991-92,CA,7,1,7,6,6,5,2,18,8,1,0,0,0,0,0,0,0,4.448254108,21,268,4.598221779,Meets Expectations
4268,"Miller, Clarence",1023510,11034,102,1991-92,OH,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,158,172,0.764679193,Below Expectations
4269,"Mineta, Norman",1020513,14257,102,1991-92,CA,13,1,3,3,3,3,1,11,3,2,0,0,1,1,1,1,1,2.49014163,47,268,1.886323333,Meets Expectations
4270,"Mink, Patsy",1021102,10757,102,1991-92,HI,2,1,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0.501952052,158,268,0.421617061,Meets Expectations
4271,"Moakley, John",1022109,14039,102,1991-92,MA,9,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,0,0.563852012,150,268,3.605234623,Below Expectations
4272,"Molinari, Susan",1023214,15639,102,1991-92,NY,14,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,0,0.631612599,34,172,0.135720581,Exceeds Expectations
4273,"Mollohan, Alan",1024801,15083,102,1991-92,WV,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.121969007,228,268,0.631269932,Below Expectations
4274,"Montgomery, G.",1022403,11035,102,1991-92,MS,3,1,10,6,9,9,6,45,4,5,4,2,0,0,0,0,0,8.750892639,3,268,4.80787468,Exceeds Expectations
4275,"Moody, Jim",1024905,15044,102,1991-92,WI,5,1,2,2,2,2,0,27,1,0,0,0,0,0,0,0,0,1.423690438,83,268,0.631269932,Exceeds Expectations
4276,"Moorhead, Carlos",1020522,14040,102,1991-92,CA,22,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0.090665855,135,172,0.607439518,Below Expectations
4277,"Moran, James",1024608,29149,102,1991-92,VA,8,1,0,0,0,0,0,10,0,0,0,0,2,2,2,2,1,0.277457446,191,268,0.421617061,Meets Expectations
4278,"Morella, Constance",1022008,15434,102,1991-92,MD,8,0,4,4,4,4,3,16,3,1,0,0,0,0,0,0,0,3.725964308,1,172,0.240547016,Exceeds Expectations
4279,"Morrison, Sid",1024704,14847,102,1991-92,WA,4,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0.179561988,103,172,0.397786647,Below Expectations
4280,"Mrazek, Robert",1023203,15046,102,1991-92,NY,3,1,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,0.222928733,205,268,0.631269932,Below Expectations
4281,"Murphy, Austin",1023822,14441,102,1991-92,PA,22,1,2,2,2,1,0,8,2,1,1,0,0,0,0,0,0,1.201794863,94,268,1.833910108,Meets Expectations
4282,"Murtha, John",1023812,14072,102,1991-92,PA,12,1,2,2,2,2,2,9,0,0,0,0,0,0,0,0,0,1.960505247,66,268,1.886323333,Meets Expectations
4283,"Myers, John",1021407,11036,102,1991-92,IN,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,156,172,0.764679193,Below Expectations
4284,"Nagle, Dave",1021503,15435,102,1991-92,IA,3,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0.070470981,244,268,0.526443481,Below Expectations
4285,"Natcher, William",1021702,6845,102,1991-92,KY,2,1,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,2.656170607,43,268,2.46286869,Meets Expectations
4286,"Neal, Stephen",1023305,14262,102,1991-92,NC,5,1,0,0,0,0,0,13,0,0,0,0,2,2,2,2,1,0.318113774,180,268,1.886323333,Below Expectations
4287,"Neal, Richard",1022102,15616,102,1991-92,MA,2,1,0,0,0,0,0,7,0,0,0,0,1,1,1,1,1,0.186791599,208,268,0.474030286,Below Expectations
4288,"Nichols, Dick",1021605,29119,102,1991-92,KS,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.027104223,165,172,0.135720581,Below Expectations
4289,"Norton, Eleanor",102.6,.,102,1991-92,DC,1,.,2,2,1,0,0,7,1,1,1,0,0,0,0,0,0,0.772844732,.,.,0.135720581,Exceeds Expectations
4290,"Nowak, Henry",1023233,14264,102,1991-92,NY,33,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1.182867885,96,268,1.886323333,Meets Expectations
4291,"Nussle, Jim",1021502,29118,102,1991-92,IA,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.054208446,150,172,0.135720581,Below Expectations
4292,"Oakar, Mary",1023520,14443,102,1991-92,OH,20,1,3,2,3,2,1,36,0,0,0,0,1,1,1,1,1,2.18317461,57,268,1.833910108,Meets Expectations
4293,"Oberstar, James",1022308,14265,102,1991-92,MN,8,1,8,6,7,7,2,24,7,2,2,0,0,0,0,0,0,5.337137222,14,268,1.886323333,Exceeds Expectations
4294,"Obey, David",1024907,12036,102,1991-92,WI,7,1,2,2,2,2,1,8,0,0,0,0,1,1,1,1,1,1.619707108,78,268,2.043562889,Meets Expectations
4295,"Olin, James",1024606,15048,102,1991-92,VA,6,1,1,1,0,0,0,8,1,0,0,0,4,1,1,1,0,0.366440833,174,268,1.676670432,Below Expectations
4296,"Olver, John",1022101.2,29123,102,1991-92,MA,1,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0.486738294,47,172,0.135720581,Exceeds Expectations
4297,"Ortiz, Solomon",1024327,15049,102,1991-92,TX,27,1,0,0,0,0,0,14,3,4,4,3,0,0,0,0,0,1.706877947,76,268,0.631269932,Exceeds Expectations
4298,"Orton, Bill",1024403,29146,102,1991-92,UT,3,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.135521114,220,268,0.421617061,Below Expectations
4299,"Owens, Major",1023212,15050,102,1991-92,NY,12,1,4,4,4,4,1,24,3,4,4,3,0,0,0,0,0,4.261952877,25,268,0.631269932,Exceeds Expectations
4300,"Owens, Wayne",1024402,14042,102,1991-92,UT,2,1,1,0,0,0,0,34,6,2,1,0,1,1,1,1,1,1.182715297,97,268,1.571843982,Meets Expectations
4301,"Oxley, Michael",1023504,14875,102,1991-92,OH,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.182946503,102,172,0.397786647,Below Expectations
4302,"Packard, Ron",1020543,15051,102,1991-92,CA,43,0,1,1,1,1,1,10,1,0,0,0,0,0,0,0,0,1.112382293,13,172,0.345373452,Exceeds Expectations
4303,"Pallone, Frank",1023003,15454,102,1991-92,NJ,3,1,1,1,0,0,0,13,1,0,0,0,2,0,0,0,0,0.381481439,172,268,0.474030286,Meets Expectations
4304,"Panetta, Leon",1020516,14444,102,1991-92,CA,16,1,3,2,1,0,0,36,4,3,1,1,2,0,0,0,0,1.737650633,73,268,3.500408173,Below Expectations
4305,"Parker, Mike",1022404,15617,102,1991-92,MS,4,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0.108189352,231,268,0.474030286,Below Expectations
4306,"Pastor, Ed",1020302.2,29101,102,1991-92,AZ,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.084697202,238,268,0.421617061,Below Expectations
4307,"Patterson, Elizabeth",1024004,15171,102,1991-92,SC,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.084697202,237,268,0.526443481,Below Expectations
4308,"Paxon, Bill",1023231,15618,102,1991-92,NY,31,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.149073228,111,172,0.188133791,Meets Expectations
4309,"Payne, Donald",1023010,15619,102,1991-92,NJ,10,1,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0.598344505,144,268,0.474030286,Meets Expectations
4310,"Payne, Lewis",1024605,15452,102,1991-92,VA,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.12535353,222,268,0.474030286,Below Expectations
4311,"Pease, Donald",1023513,14445,102,1991-92,OH,13,1,1,1,1,1,0,17,0,0,0,0,0,0,0,0,0,0.730481088,133,268,0.788509607,Meets Expectations
4312,"Pelosi, Nancy",1020505,15448,102,1991-92,CA,5,1,1,1,1,1,0,8,1,1,0,0,1,1,1,1,1,0.836483955,123,268,0.526443481,Exceeds Expectations
4313,"Penny, Timothy",1022301,15052,102,1991-92,MN,1,1,4,4,4,3,0,21,2,2,2,1,0,0,0,0,0,2.76665163,40,268,1.676670432,Exceeds Expectations
4314,"Perkins, Carl",1021707,15228,102,1991-92,KY,7,1,1,1,1,1,1,11,2,1,1,0,0,0,0,0,0,1.362429857,85,268,1.624257207,Meets Expectations
4315,"Peterson, Collin",1022307,29127,102,1991-92,MN,7,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0.247322544,197,268,0.421617061,Meets Expectations
4316,"Peterson, Douglas",1020902,29111,102,1991-92,FL,2,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0.084023096,239,268,0.421617061,Below Expectations
4317,"Petri, Thomas",1024906,14675,102,1991-92,WI,6,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0.335404277,66,172,0.450199872,Meets Expectations
4318,"Pickett, Owen",1024602,15437,102,1991-92,VA,2,1,0,0,0,0,0,8,2,1,0,0,2,2,2,1,0,0.381983876,171,268,0.526443481,Meets Expectations
4319,"Pickle, J.",1024310,10614,102,1991-92,TX,10,1,2,2,2,2,0,7,0,0,0,0,1,0,0,0,0,1.097765565,104,268,2.200802565,Below Expectations
4320,"Porter, John",1021310,14677,102,1991-92,IL,10,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0.260874659,85,172,0.397786647,Meets Expectations
4321,"Poshard, Glenn",1021322,15620,102,1991-92,IL,22,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.027104223,261,268,0.474030286,Below Expectations
4322,"Price, David",1023304,15438,102,1991-92,NC,4,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0.527199447,154,268,0.526443481,Meets Expectations
4323,"Pursell, Carl",1022202,14446,102,1991-92,MI,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.040656336,154,172,0.502613068,Below Expectations
4324,"Quillen, James",1024201,10616,102,1991-92,TN,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0.284594357,77,172,0.869505644,Below Expectations
4325,"Rahall, Nick",1024804,14448,102,1991-92,WV,4,1,3,3,2,1,1,19,6,2,2,0,3,0,0,0,0,2.329736948,51,268,1.833910108,Meets Expectations
4326,"Ramstad, Jim",1022303,29126,102,1991-92,MN,3,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0.260874659,87,172,0.135720581,Exceeds Expectations
4327,"Rangel, Charles",1023216,13035,102,1991-92,NY,16,1,2,1,1,1,0,36,2,0,0,0,0,0,0,0,0,1.130261421,101,268,1.991149783,Meets Expectations
4328,"Ravenel, Arthur",1024001,15439,102,1991-92,SC,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.135521114,120,172,0.240547016,Meets Expectations
4329,"Ray, Richard",1021003,15053,102,1991-92,GA,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.28458035,190,268,0.631269932,Below Expectations
4330,"Reed, Jack",1023902,29142,102,1991-92,RI,2,1,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0.33932671,179,268,0.421617061,Meets Expectations
4331,"Regula, Ralph",1023516,14045,102,1991-92,OH,16,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0.233096316,93,172,0.607439518,Below Expectations
4332,"Rhodes, John",1020301,15440,102,1991-92,AZ,1,0,0,0,0,0,0,24,7,1,1,1,1,1,0,0,0,1.13111949,12,172,0.240547016,Exceeds Expectations
4333,"Richardson, Bill",1023103,15055,102,1991-92,NM,3,1,1,1,1,1,1,37,7,5,5,3,1,0,0,0,0,3.349829435,31,268,0.631269932,Exceeds Expectations
4334,"Ridge, Thomas",1023821,15056,102,1991-92,PA,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.135521114,122,172,0.345373452,Below Expectations
4335,"Riggs, Frank",1020501,29103,102,1991-92,CA,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.067760557,142,172,0.135720581,Below Expectations
4336,"Rinaldo, Matthew",1023007,14046,102,1991-92,NJ,7,0,0,0,0,0,0,19,2,1,1,0,0,0,0,0,0,0.551578581,42,172,0.607439518,Meets Expectations
4337,"Ritter, Don",1023815,14654,102,1991-92,PA,15,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0.287978888,75,172,0.450199872,Meets Expectations
